08-21 11:48:09.805 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:48:09.805, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:48:14.693 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:48:14.693, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:48:19.608 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:48:19.607, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:48:24.527 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:48:24.527, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:48:29.438 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:48:29.437, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:48:34.308 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:48:34.308, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:48:39.236 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:48:39.235, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:48:44.080 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:48:44.079, Living Map - WiFi A (5GHz), 3497f601b7ac, -54
08-21 11:48:48.996 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:48:48.995, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:48:53.862 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:48:53.862, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:48:58.773 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:48:58.773, Living Map - WiFi A (5GHz), 3497f601b7ac, -54
08-21 11:49:03.690 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:49:03.689, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:49:08.619 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:49:08.618, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:49:13.519 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:49:13.518, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
    WIFI OUTPUT: 2018-08-21T11:49:18.454, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
    WIFI OUTPUT: 2018-08-21T11:49:23.296, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:49:28.160 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:49:28.159, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:49:33.087 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:49:33.086, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:49:37.990 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:49:37.990, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:49:42.924 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:49:42.923, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
